33	22	T2: Trainspotting	TriS	$78,876	-66.4%	160	-171	$493	$2,198,746	$18	6
34	31	A Dog's Purpose	Uni.	$75,605	-19.0%	122	-27	$620	$64,134,655	$22	13
35	26	Frantz	MBox	$71,980	-48.0%	72	-34	$1,000	$722,587	-	6
36	39	A Quiet Passion	MBox	$70,473	+53.8%	13	+7	$5,421	$147,890	-	2
37	37	A Beautiful Planet	Imax	$52,121	-16.9%	22	+1	$2,369	$10,101,037	-	52
38	32	Kedi	Osci.	$50,224	-42.9%	49	-38	$1,025	$2,460,692	-	11
39	33	Lion	Wein.	$48,238	-41.3%	82	-65	$588	$51,620,108	$12	22
40	45	Cezanne et moi	Magn.	$40,615	+39.4%	29	+7	$1,401	$152,497	-	4
41	36	Rogue One: A Star Wars Story	BV	$40,126	-40.0%	71	-50	$565	$532,132,035	$200	19
42	43	Truman	FR	$34,099	+11.9%	18	+9	$1,894	$102,433	-	3
43	35	The Belko Experiment	BH Tilt	$31,740	-55.8%	47	-41	$675	$9,644,485	$5	6
44	N	Citizen Jane	IFC	$31,451	-	2	-	$15,726	$31,451	-	1
45	38	Sing	Uni.	$30,525	-50.6%	89	-43	$343	$270,282,845	$75	18
46	42	I am Not Your Negro	Magn.	$28,503	-9.6%	22	-5	$1,296	$7,014,658	-	12
47	48	Before I Fall	ORF	$23,747	+3.6%	70	-	$339	$12,230,791	-	8
48	54	Chasing Trane: The John Coltrane Documentary	Abr.	$22,960	+38.1%	3	+2	$7,653	$49,456	-	2
49	34	Personal Shopper	IFC	$21,137	-70.8%	37	-48	$571	$1,229,599	-	7
50	52	Graduation	IFC	$20,271	+12.7%	15	+8	$1,351	$67,178	-	3
51	N	Jeremiah Tower	Orch.	$20,268	-	2	-	$10,134	$20,268	-	1
52	41	Moana	BV	$17,799	-46.2%	37	-28	$481	$248,752,120	-	22
53	49	A United Kingdom	FoxS	$16,667	-12.2%	25	-6	$667	$3,856,854	-	11
54	44	The Void	Scre.	$16,074	-46.6%	23	-2	$699	$131,997	-	3
55	27	Spark: A Space Tail	ORF	$14,838	-87.3%	85	-280	$175	$190,511	-	2
56	95	Tomorrow	UTMW	$14,304	+2,329.6%	18	+15	$795	$26,403	-	7
57	47	Raw (2017)	FCW	$13,080	-43.6%	17	-15	$769	$486,849	-	7
58	51	Donnie Darko (2017 Re-Release)	Arrow	$12,944	-29.5%	4	-7	$3,236	$157,364	-	4
59	40	The Devotion of Suspect X	CL	$12,592	-69.8%	9	-12	$1,399	$686,435	-	4
60	55	David Lynch: The Art Life	Jan.	$11,013	-25.9%	7	-	$1,573	$72,701	-	4
61	46	After the Storm	FM	$10,337	-59.4%	21	-17	$492	$224,207	-	6
62	50	The Last Word	BST	$9,219	-50.4%	15	-21	$615	$1,741,895	-	8
63	56	My Entire High School Sinking Into the Sea	GK	$9,124	-33.3%	11	+8	$829	$28,960	-	2
64	-	I Called Him Morgan	SD	$8,544	-	9	-	$949	$97,711	-	5
65	57	The Prison	WGUSA	$8,382	-24.6%	2	-	$4,191	$202,812	-	4
66	62	The Red Turtle	SPC	$7,976	-3.3%	14	-1	$570	$897,060	-	14
67	59	Moonlight (2016)	A24	$7,880	-17.1%	12	-	$657	$27,842,739	$4	27
68	-	Slack Bay	KL	$6,696	-	2	-	$3,348	$11,410	-	7
69	72	Alive and Kicking	Magn.	$6,692	+97.6%	7	+2	$956	$34,067	-	3
70	53	Land of Mine	SPC	$5,802	-65.8%	14	-12	$414	$415,930	-	19
71	75	Under the Sea 3D	WB	$4,991	+84.9%	8	+3	$624	$35,359,653	-	428
72	65	Toni Erdmann	SPC	$3,960	-16.6%	10	+4	$396	$1,466,232	-	18
73	78	Finding Oscar	FR	$3,927	+66.0%	4	+3	$982	$7,609	-	2
74	66	Julieta	SPC	$3,820	-15.3%	7	+1	$546	$1,483,417	-	18
75	76	20th Century Women	A24	$3,675	+37.4%	7	-	$525	$5,660,168	-	17
76	87	Born to Be Wild (IMAX)	WB	$3,076	+136.8%	11	+2	$280	$25,300,189	-	316
77	85	The Transfiguration	Strand	$3,023	+128.5%	3	+2	$1,008	$12,512	-	3
78	61	Neruda	Orch.	$2,874	-66.3%	8	-6	$359	$932,432	-	19
79	68	All These Sleepless Nights	Orch.	$2,525	-38.7%	4	-1	$631	$16,608	-	3
80	74	To the Arctic (IMAX)	WB	$2,402	-20.7%	3	+1	$801	$14,507,741	-	244
81	63	The Women's Balcony	Men.	$2,238	-60.6%	1	-4	$2,238	$268,235	-	8
82	70	Glory (2017)	FM	$2,222	-40.2%	1	-1	$2,222	$9,010	-	2
83	N	7 Witches	Indic.	$1,875	-	1	-	$1,875	$1,875	-	1
84	77	The Founder	Wein.	$1,859	-29.0%	8	-2	$232	$12,785,093	-	14
85	86	The Eyes	PDF	$1,720	+32.3%	3	+1	$573	$5,350	-	3
86	88	The Lure	Jan.	$1,717	+59.1%	1	-	$1,717	$96,570	-	12
87	-	Hubble 3D	WB	$1,583	-	4	-	$396	$51,828,677	-	371
88	69	The Eagle Huntress	SPC	$1,467	-63.3%	3	-4	$489	$3,165,310	-	25
89	67	My Life as a Zucchini	GK	$1,323	-69.8%	6	-11	$221	$307,043	-	9
90	82	SHOT! The Psycho-Spiritual Mantra of Rock	Magn.	$1,310	-18.5%	2	+1	$655	$14,037	-	3
91	89	Swept Away (2017 re-release)	KL	$1,236	+22.3%	1	-	$1,236	$2,247	-	2
92	83	Seven Beauties (2017 re-release)	KL	$1,095	-28.7%	1	-	$1,095	$2,631	-	2
93	60	Song to Song	BG	$1,042	-88.8%	5	-10	$208	$430,052	-	6
94	N	The Penguin Counters	FRun	$976	-	1	-	$976	$976	-	1
95	N	Behind the White Glasses	KL	$900	-	1	-	$900	$900	-	1
96	-	The Dark Below	PDF	$825	-	1	-	$825	$6,583	-	5
97	90	Massacre on Aisle 12	Indic.	$697	-29.2%	1	-	$697	$19,188	-	13
98	84	Donald Cried	Orch.	$647	-51.4%	7	-2	$92	$60,469	-	8
99	71	A Woman, a Part	Strand	$621	-83.1%	1	-1	$621	$21,686	-	5
100	97	Lovesong	Strand	$564	+15.8%	3	+2	$188	$10,545	-	10
101	-	Staying Vertical	Strand	$452	-	1	-	$452	$11,747	-	13
102	96	Contemporary Color	Osci.	$433	-14.6%	2	+1	$217	$15,275	-	8
103	92	Manchester by the Sea	RAtt.	$418	-41.7%	2	-	$209	$47,695,120	$9	23
104	81	Tim Timmerman, Hope of America	Purd.	$360	-78.8%	1	-	$360	$97,629	-	8
105	-	Pelle the Conqueror (2017 re-release)	FM	$329	-	2	-	$165	$9,567	-	9
106	93	The Grace of Jake	Indic.	$275	-60.8%	1	-	$275	$22,345	-	12
107	-	The Levelling	Mont.	$78	-	1	-	$78	$2,831	-	5
108	98	Island of Lemurs: Madagascar (IMAX)	WB	$54	-84.6%	2	-	$27	$10,718,492	-	160
109	-	The Student	UTMW	$51	-	1	-	$51	$51	-	2
110	-	Emily (2017)	Hiber	$35	-	1	-	$35	$3,507	-	13
